Category_Walkenhorst,Category_Recoded,item,item_number,kosher,price,weight
COOKIES,COOKIES,Lil’ Dutch Maid Strawberry Creme Cookie 5 oz.,46266-156,TRUE,$1.25,5  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Vanilla Creme Cookie 5 oz.,46266-157,TRUE,$1.25,5  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Double Filled Chocolate Creme Cookies 15.3 oz.,10140-004,TRUE,$2.95,15.3  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Mint Creme Cookies 11.8 oz.,46266-237,TRUE,$1.95,11.8  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Old Fashioned Ginger Snap Cookies 12 oz.,10140-013,TRUE,$2.75,12  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Vanilla Wafers 11 oz.,46266-218,TRUE,$2.45,11  oz.
COOKIES,COOKIES,Loacker Cappuccino Cookies 3.53 oz.,30189-061,FALSE,$5.25,3.53  oz.
COOKIES,COOKIES,Loacker Milk Chocolate Coconut Cookies 3.53 oz.,30189-062,FALSE,$5.25,3.53  oz.
COOKIES,COOKIES,Loacker Milk Chocolate Creme Noisette Cookies 3.53 oz.,30189-059,FALSE,$5.25,3.53  oz.
COOKIES,COOKIES,Loacker White Coconut Cookies 3.53 oz.,30189-060,FALSE,$5.25,3.53  oz.
COOKIES,COOKIES,Lorna Doone Shortbread Cookies 10 oz.,14002-063,TRUE,$8.25,10  oz.
COOKIES,COOKIES,Marinela Barritas Fresa (Strawberry) 4 Ct. 3.88 oz.,14425-017,FALSE,$2.95,3.88  oz.
COOKIES,COOKIES,Marinela Barritas Pina (Pineapple) 4 Ct. 3.88 oz.,14425-018,FALSE,$2.95,3.88  oz.
COOKIES,COOKIES,Marinela Canelitas Cinnamon Cookies 8.82 oz.,14425-031,FALSE,$4.25,8.82  oz.
COOKIES,COOKIES,Marinela Pastisetas Butter Cookies 2.64 oz.,14425-020,FALSE,$2.95,2.64  oz.
COOKIES,COOKIES,Marinela Pastitas Butter Cookies 3.88 oz.,14425-025,FALSE,$2.95,3.88  oz.
COOKIES,COOKIES,Marinela Rocko Cookies 8 Ct. 12.4 oz.,14425-045,FALSE,$7.25,12.4  oz.
COOKIES,COOKIES,Marinela Tartinas Strawberry Filled Cookies 14.08 oz.,14425-032,FALSE,$6.75,14.08  oz.
COOKIES,COOKIES,Meiji Hello Panda Biscuits Chocolate 2.1 oz.,90828-158,TRUE,$2.25,2.1  oz.
COOKIES,COOKIES,Meiji Hello Panda Biscuits Strawberry 2 oz.,90828-157,TRUE,$2.25,2  oz.
COOKIES,COOKIES,Meiji Hello Panda Biscuits Vanilla Cream 2.1 oz.,90828-156,TRUE,$2.25,2.1  oz.
COOKIES,COOKIES,Mother’s Circus Animal Cookies 9 oz.,50265-100,TRUE,$6.45,9  oz.
COOKIES,COOKIES,Mrs. Fields Dark Chocolate Oatmeal Cookie 2.1 oz.,22668-469,TRUE,$1.35,2.1  oz.
COOKIES,COOKIES,Mrs. Fields Milk Chocolate Chip Cookie 2.1 oz.,22668-467,TRUE,$1.35,2.1  oz.
COOKIES,COOKIES,Mrs. Fields White Chocolate Chunk Macadamia Cookie 2.1 oz.,22668-464,TRUE,$1.35,2.1  oz.
COOKIES,COOKIES,Nabisco Ginger Snap Cookies 16 oz.,14002-064,TRUE,$7.45,16  oz.
COOKIES,COOKIES,Nilla Wafers 11 oz.,14002-009,TRUE,$7.25,11  oz.
COOKIES,COOKIES,Nonni’s Chocolate Biscotti 1.33 oz.,22267-072,TRUE,$0.95,1.33  oz.
COOKIES,COOKIES,Nutter Butter Cookies 16 oz.,14002-008,TRUE,$7.75,16  oz.
COOKIES,COOKIES,Nutterbutter Creme Patties 10.5 oz.,14002-093,FALSE,$7.45,10.5  oz.
COOKIES,COOKIES,Oreo Birthday Cake 17 oz.,14002-159,TRUE,$7.45,17  oz.
COOKIES,COOKIES,Oreo Cakesters - Peanut Butter 10 Ct. 10.1 oz.,3119-377,TRUE,$6.95,10.1  oz.
COOKIES,COOKIES,Oreo Cakesters 10 Ct. 10.1 oz.,14002-184,TRUE,$6.95,10.1  oz.
COOKIES,COOKIES,Oreo Cakesters 3 Ct. 3.03 oz.,14002-173,TRUE,$2.45,3.03  oz.
COOKIES,COOKIES,Oreo Cakesters Peanut Butter Cookies 3 Ct. 3.03 oz.,14002-182,TRUE,$2.45,3.03  oz.
COOKIES,COOKIES,Oreo Cookies Chocolate Hazelnut 17 oz.,14002-222,TRUE,$7.45,17  oz.
COOKIES,COOKIES,Oreo Cookies Chocolate Peanut Butter Pie 17 oz.,14002-160,TRUE,$7.45,17  oz.
COOKIES,COOKIES,Oreo Cookies Dark Chocolate 17 oz.,14002-171,TRUE,$7.45,17  oz.
COOKIES,COOKIES,Oreo Cookies Java Chip 17 oz.,14002-220,TRUE,$7.45,17  oz.
COOKIES,COOKIES,Oreo Cookies Peanut Butter 17 oz.,14002-164,TRUE,$7.45,17  oz.
COOKIES,COOKIES,Oreo Cookies Toffee Crunch 17 oz.,14002-177,TRUE,$7.45,17  oz.
COOKIES,COOKIES,Oreo Cookies 13.29 oz.,14002-011,TRUE,$7.25,13.29  oz.
COOKIES,COOKIES,Oreo Cookies 2.4 oz.,14002-012,TRUE,$0.95,2.4  oz.
COOKIES,COOKIES,Oreo Cookies Lemon 18.71 oz.,14002-162,TRUE,$7.45,18.71  oz.
COOKIES,COOKIES,Oreo Double Stuf Cookies 14.03 oz.,14002-039,TRUE,$7.25,14.03  oz.
COOKIES,COOKIES,Oreo Double Stuf Cookies 8 Ct. 4 oz.,14002-180,FALSE,$2.45,4  oz.
COOKIES,COOKIES,Oreo Gluten Free Cookies 12.08 oz.,22669-169,TRUE,$7.45,12.08  oz.
COOKIES,COOKIES,Oreo Gluten Free Double Stuf Cookies 12.47 oz.,22669-170,TRUE,$7.45,12.47  oz.
COOKIES,COOKIES,Oreo Golden Double Stuf 15.25 oz.,14002-172,TRUE,$7.25,15.25  oz.
COOKIES,COOKIES,Oreo Golden Double Stuf Cookies 8 Ct. 4 oz.,14002-181,FALSE,$2.45,4  oz.
COOKIES,COOKIES,Oreo Mega Stuffed 17.6 oz.,14002-183,TRUE,$7.45,17.6  oz.
COOKIES,COOKIES,Oreo Mint Creme Cookies 18.71 oz.,14002-161,TRUE,$7.45,18.71  oz.
COOKIES,COOKIES,Oreo Most Stuf Cookies 4 ct. 3 oz.,14002-175,TRUE,$2.45,3  oz.
COOKIES,COOKIES,Oreo Original Cookies 10 Ct. 4 oz.,14002-179,TRUE,$2.45,4  oz.
COOKIES,COOKIES,Oreo Original Golden Cookies 18.12 oz.,14002-167,TRUE,$7.45,18.12  oz.
COOKIES,COOKIES,Otis Spunkmeyer Apple Cinnamon Oat Cookie 4 oz.,22669-302,TRUE,$2.25,4  oz.
COOKIES,COOKIES,Otis Spunkmeyer Brownie 3 oz.,22669-329,TRUE,$1.65,3  oz.
COOKIES,COOKIES,Otis Spunkmeyer Double Chocolate Caramel Cookie 4 oz.,22669-301,TRUE,$2.25,4  oz.
COOKIES,COOKIES,Payaso Galletas CocoFino 25.4 oz.,58267-031,FALSE,$5.95,25.4  oz.
COOKIES,COOKIES,Payaso Galletas Marias 4 Ct.,58267-029,FALSE,$3.75,NA  oz.
COOKIES,COOKIES,Payaso Surtido Galletas 17.63 oz.,58267-030,FALSE,$5.45,17.63  oz.
COOKIES,COOKIES,Pepperidge Farm Milano Cookies 4 Ct. 1.5 oz.,22668-201,TRUE,$1.25,1.5  oz.
COOKIES,COOKIES,Pillsbury Mini Chocolate Chip Cookies 3 oz.,34266-007,TRUE,$1.75,3  oz.
COOKIES,COOKIES,Pillsbury Mini Confetti Cookie 3 oz.,34266-068,TRUE,$2.15,3  oz.
COOKIES,COOKIES,Pillsbury Mini Double Chocolate Chip Cookies 3 oz.,34266-028,TRUE,$1.75,3  oz.
COOKIES,COOKIES,Pillsbury Soft Baked Cinnamon Toast Crunch Cookies 3 oz.,14003-133,TRUE,$2.15,3  oz.
COOKIES,COOKIES,Poppies Macaroon Coconut Chocolate Cookies 1.4 oz.,22267-027,TRUE,$0.95,1.4  oz.
COOKIES,COOKIES,Quest Protein Cookie Chocolate Chip 2.08 oz.,22669-072,TRUE,$3.25,2.08  oz.
COOKIES,COOKIES,Quest Protein Cookie Peanut Butter Chocolate Chip 2.04 oz.,22669-073,TRUE,$3.25,2.04  oz.
COOKIES,COOKIES,Rip Van Leos Low Sugar Cookies and Cream Cookies 1.69 oz.,14003-126,FALSE,$1.95,1.69  oz.
COOKIES,COOKIES,Rip Van Leos Low Sugar Golden Vanilla Cookies 1.69 oz.,14003-127,FALSE,$1.95,1.69  oz.
COOKIES,COOKIES,Sunny’s Coconut Ring Cookies 8.5 oz.,14668-238,FALSE,$3.95,8.5  oz.
COOKIES,COOKIES,Sunny’s Fudge Marshmallow Cookies 12 oz.,14668-239,FALSE,$4.95,12  oz.
COOKIES,COOKIES,Sunny’s Fig Bars 14 oz.,14668-226,TRUE,$3.45,14  oz.
COOKIES,COOKIES,Sunny’s Fudge Striped Shortbread Cookies 13 oz.,14668-043,TRUE,$2.95,13  oz.
COOKIES,COOKIES,Sunny’s Fudge Thin Mint Cookies 10 oz.,14668-119,TRUE,$4.25,10  oz.
COOKIES,COOKIES,Sunny’s Vanilla Wafers 11 oz.,14668-054,TRUE,$2.95,11  oz.
COOKIES,COOKIES,Sweet Serenity Chocolate Chip Cookies 3 oz.,14428-001,TRUE,$1.45,3  oz.
COOKIES,COOKIES,Tate’s Bake Shop Chocolate Chip Cookies 7 oz.,22669-291,TRUE,$6.95,7  oz.
COOKIES,COOKIES,Tate’s Bake Shop Double Chocolate Chip Cookies 7 oz.,22669-293,TRUE,$6.95,7  oz.
COOKIES,COOKIES,Tate’s Bake Shop Lemon Cookies 7 oz.,22669-294,TRUE,$6.95,7  oz.
COOKIES,COOKIES,Tru-Blu Cinnamon Spice Cream Cheese Creme Cookies 12 oz.,10140-007,TRUE,$2.75,12  oz.
COOKIES,COOKIES,Tru-Blu Lemon Creme Cookies 12 oz.,10140-008,TRUE,$2.75,12  oz.
COOKIES,COOKIES,Voortman Bakery Chocolate Layered Wafers 5.17 oz.,22669-194,TRUE,$2.45,5.17  oz.
COOKIES,COOKIES,Voortman Bakery Strawberry Layered Wafers 5.17 oz.,22669-193,TRUE,$2.45,5.17  oz.
COOKIES,COOKIES,Voortman Bakery Vanilla Layered Wafers 5.17 oz.,22669-192,TRUE,$2.45,5.17  oz.
COOKIES,COOKIES,Zaaschila Salsa Ranch & Jalapeño 9.35 oz.,58106-008,FALSE,$2.95,9.35  oz.
CRACKERS,CRACKERS,Basil’s Animal Crackers 2 oz.,92426-181,FALSE,$0.95,2  oz.
CRACKERS,CRACKERS,Cheez-It Cheddar Jack Crackers 7 oz.,50265-163,TRUE,$4.25,7  oz.
CRACKERS,CRACKERS,Cheez-It Duoz - Cheddar & Baby Swiss 4.3 oz.,50265-159,TRUE,$2.75,4.3  oz.
CRACKERS,CRACKERS,Cheez-It Duoz Bacon & Cheddar 4.3 oz.,50265-166,TRUE,$2.75,4.3  oz.
CRACKERS,CRACKERS,Cheez-It Duoz Cheddar & Parmesan 4.3 oz.,50265-156,TRUE,$2.75,4.3  oz.
CRACKERS,CRACKERS,Cheez-It Extra Cheesy 3 oz.,50265-218,TRUE,$1.95,3  oz.
CRACKERS,CRACKERS,Cheez-It Extra Toasty 7 oz.,50265-219,TRUE,$4.25,7  oz.
CRACKERS,CRACKERS,Cheez-It Grooves - Zesty Cheddar & Ranch 3.25 oz.,50265-158,TRUE,$2.95,3.25  oz.
CRACKERS,CRACKERS,Cheez-It Grooves Crunchy Bold Cheddar 9 oz.,3119-435,FALSE,$7.95,9  oz.
CRACKERS,CRACKERS,Cheez-It Hot & Spicy 7 oz.,50265-155,TRUE,$4.45,7  oz.
CRACKERS,CRACKERS,Cheez-It Original 1.5 oz.,50265-121,TRUE,$0.85,1.5  oz.
CRACKERS,CRACKERS,Cheez-It Original Crackers 7 oz.,50265-162,TRUE,$4.75,7  oz.
CRACKERS,CRACKERS,Cheez-It Original Reduced Fat 6 oz.,50265-229,TRUE,$4.75,6  oz.
CRACKERS,CRACKERS,Cheez-It Pepper Jack 3 oz.,50265-227,TRUE,$2.25,3  oz.
CRACKERS,CRACKERS,Cheez-It Puffed Double Cheese 3 oz.,50265-226,TRUE,$2.95,3  oz.
CRACKERS,CRACKERS,Cheez-It Puffed White Cheddar 3 oz.,50265-228,TRUE,$2.95,3  oz.
CRACKERS,CRACKERS,Cheez-It Snack Mix Double Cheese 3.5 oz.,50265-150,TRUE,$2.95,3.5  oz.
CRACKERS,CRACKERS,Cheez-It Snack Mix Classic 4.5 oz.,50265-151,TRUE,$2.75,4.5  oz.
CRACKERS,CRACKERS,Cheez-It Snap’d Cheddar Sour Cream & Onion 2.2 oz.,50265-187,TRUE,$2.95,2.2  oz.
CRACKERS,CRACKERS,Cheez-It Snap’d Double Cheese 2.2 oz.,50265-186,TRUE,$2.75,2.2  oz.
CRACKERS,CRACKERS,Cheez-It Snap’d Jalapeño Jack 2.2 oz.,22669-183,TRUE,$2.75,2.2  oz.
CRACKERS,CRACKERS,Cheez-It White Cheddar 1.5 oz.,50265-120,TRUE,$0.85,1.5  oz.
CRACKERS,CRACKERS,Cheez-It White Cheddar Crackers 7 oz.,50265-152,TRUE,$4.25,7  oz.
CRACKERS,CRACKERS,Cheez-It Whole Grain Original Crackers 1 oz.,50265-232,TRUE,$0.65,1  oz.
CRACKERS,CRACKERS,Chicken in a Biskit Crackers 7.5 oz.,14002-067,FALSE,$6.45,7.5  oz.
CRACKERS,CRACKERS,Club House Crackers 13.7 oz.,14668-125,TRUE,$3.95,13.7  oz.
CRACKERS,CRACKERS,Goldfish Crackers Cheddar 2.25 oz.,22668-200,FALSE,$1.25,2.25  oz.
CRACKERS,CRACKERS,Honey Maid Graham Crackers 14.4 oz.,14002-027,TRUE,$7.45,14.4  oz.
CRACKERS,CRACKERS,J. Higgs Unsalted Buttery Rounds Snackers 13.7 oz.,14668-127,TRUE,$3.95,13.7  oz.
CRACKERS,CRACKERS,J.Higgs Cheese Bits Crackers 12.4 oz.,14668-051,TRUE,$4.95,12.4  oz.
CRACKERS,CRACKERS,Keebler Snack Pack Cheese & Cheddar Sandwich Crackers 1.8 oz.,50265-181,TRUE,$0.95,1.8  oz.
CRACKERS,CRACKERS,Keebler Snack Pack Cheese & Peanut Butter Sandwich Crackers 1.8 oz.,50265-182,TRUE,$0.95,1.8  oz.
CRACKERS,CRACKERS,Keebler Snack Pack Club & Cheddar Sandwich Crackers 1.8 oz.,50265-178,TRUE,$0.95,1.8  oz.
CRACKERS,CRACKERS,Keebler Snack Pack Toast & Peanut Butter Sandwich Crackers 1.8 oz.,50265-180,TRUE,$0.95,1.8  oz.
CRACKERS,CRACKERS,Lance Toast Chee Cheese & Peanut Butter Sandwich Crackers 1.5 oz.,99423-059,FALSE,$0.60,1.5  oz.
CRACKERS,CRACKERS,Lance Toasty Peanut Butter Sandwich Crackers 1.3 oz.,99423-060,FALSE,$0.60,1.3  oz.
CRACKERS,CRACKERS,Lil’ Dutch Maid Cheddar Cheese Crackers 7 oz.,10140-010,TRUE,$2.25,7  oz.
CRACKERS,CRACKERS,Mammos Strawberry Rice Cracker 2.46 oz.,50782-093,FALSE,$4.45,2.46  oz.
CRACKERS,CRACKERS,Meijer Buttery Rounds Snackers 13.7 oz.,14668-126,TRUE,$3.95,13.7  oz.
CRACKERS,CRACKERS,Monet Toasted Sesame Seed Water Crackers 4.4 oz.,30189-003,TRUE,$4.95,4.4  oz.
CRACKERS,CRACKERS,Munchies Cheeto’s Cheddar Crackers 1.3 oz.,6027-244,FALSE,$1.25,1.3  oz.
CRACKERS,CRACKERS,Munchies Doritos Nacho Cheese on Golden Toast Crackers 1.38 oz.,6027-247,FALSE,$1.25,1.38  oz.
CRACKERS,CRACKERS,Munchies Jalapeño Cheddar Crackers 1.3 oz,6027-246,FALSE,$1.25,1.3  oz.
CRACKERS,CRACKERS,Munchies Peanut Butter Filling on Golden Toast Crackers 1.42 oz.,6027-245,FALSE,$1.25,1.42  oz.
CRACKERS,CRACKERS,Newbury Mills Chicken Baked’ins Crackers 7.5 oz.,14668-245,FALSE,$3.75,7.5  oz.
CRACKERS,CRACKERS,Payaso Galletas Snack Crackers 4.05 oz.,58267-032,FALSE,$0.95,4.05  oz.
CRACKERS,CRACKERS,Premium Saltine Crackers 8 oz.,14002-001,TRUE,$4.95,8  oz.
CRACKERS,CRACKERS,Reese’s Dipped Animal Crackers 4.25 oz.,3119-433,FALSE,$4.25,4.25  oz.
CRACKERS,CRACKERS,Rits Bitz Peanut Butter Filling 3 oz.,22669-265,TRUE,$2.25,3  oz.
CRACKERS,CRACKERS,Ritz Bits Cheese Filling 3 oz.,22669-264,FALSE,$1.95,3  oz.
CRACKERS,CRACKERS,Ritz Crackers Roasted Vegetable 13.3 oz.,22669-202,TRUE,$6.95,13.3  oz.
CRACKERS,CRACKERS,Ritz Crackers Fresh Stacks Original 8 Ct. 11.8 oz.,14002-165,TRUE,$6.75,11.8  oz.
CRACKERS,CRACKERS,Ritz Crackers Original 13.7 oz.,14002-013,TRUE,$6.45,13.7  oz.
CRACKERS,CRACKERS,Ritz Toasted Chips Sour Cream & Onion 8.1 oz.,14002-143,FALSE,$6.50,8.1  oz.
CRACKERS,CRACKERS,Sunny’s Honey Cinnamon Crackers 14.4 oz.,14668-130,TRUE,$4.25,14.4  oz.
CRACKERS,CRACKERS,Sunny’s Honey Graham Crackers 14.4 oz.,14668-234,TRUE,$4.25,14.4  oz.
CRACKERS,CRACKERS,Town House Flatbread Crisps Italian Herb 9.5 oz.,14003-131,FALSE,$6.75,9.5  oz.
CRACKERS,CRACKERS,Town House Original Crackers 13.8 oz.,50265-198,TRUE,$6.75,13.8  oz.
CRACKERS,CRACKERS,Town House Pita Cracker Everything 9.5 oz.,14003-130,TRUE,$6.75,9.5  oz.
CRACKERS,CRACKERS,Triscuit Original Crackers 8.5 oz.,14002-004,TRUE,$6.25,8.5  oz.
CRACKERS,CRACKERS,Triscuit Thin Crisps Parmesan Garlic 7.1 oz.,50265-308,TRUE,$6.25,7.1  oz.
CRACKERS,CRACKERS,Triscuits Roasted Garlic 8.5 oz.,14002-122,TRUE,$6.45,8.5  oz.
CRACKERS,CRACKERS,Tru Blu Stay Fresh Saltine Crackers 3 pack .78 oz.,10140-014,FALSE,$0.25,78  oz.
CRACKERS,CRACKERS,Tru-Blu Jalapeño Saltine Crackers 8 oz.,10140-009,TRUE,$2.45,8  oz.
CRACKERS,CRACKERS,Wheat Thins Original Crackers 8.5 oz.,22669-198,FALSE,$6.45,8.5  oz.
CRACKERS,CRACKERS,Wheat Thins Reduced Fat 8 oz.,14002-006,FALSE,$6.45,8  oz.
CRACKERS,CRACKERS,Wheat Thins Sun Dried Tomato & Basil Crackers 8.5 oz.,14002-077,FALSE,$6.45,8.5  oz.
CRACKERS,CRACKERS,White Cheddar Cheese Bits 12.4 oz.,14668-128,TRUE,$4.95,12.4  oz.
CREAMERS,CREAMERS,Coffee Mate Lite Creamer 11 oz.,42621-025,FALSE,$3.50,11  oz.
CREAMERS,CREAMERS,Coffee-Mate Caramel Macchiato Creamer 15 oz.,62267-053,TRUE,$6.95,15  oz.
CREAMERS,CREAMERS,Coffee-Mate Chocolate Crème Creamer 15 oz.,62267-031,TRUE,$6.95,15  oz.
CREAMERS,CREAMERS,Coffee-Mate French Vanilla Creamer 15 oz.,62267-037,TRUE,$6.25,15  oz.
CREAMERS,CREAMERS,Coffee-Mate Hazelnut Creamer 15 oz.,62267-038,TRUE,$6.25,15  oz.
CREAMERS,CREAMERS,Coffee-Mate Non-Dairy Creamer 22 oz.,62267-046,TRUE,$6.95,22  oz.
CREAMERS,CREAMERS,Coffee-Mate Original Creamer 11 oz.,62267-045,TRUE,$3.25,11  oz.
CREAMERS,CREAMERS,Coffee-Mate Original Creamer Packet 0.1 oz.,62267-051,TRUE,$0.10,0.1  oz.
CREAMERS,CREAMERS,Coffee-Mate Zero Sugar Chocolate Crème Creamer 10.2 oz.,62267-056,TRUE,$6.25,10.2  oz.
CREAMERS,CREAMERS,Coffee-Mate Zero Sugar French Vanilla Creamer 10.2 oz.,62267-036,TRUE,$6.95,10.2  oz.
CREAMERS,CREAMERS,Coffee-Mate Zero Sugar Hazelnut Creamer 10.2 oz.,62267-034,TRUE,$6.95,10.2  oz.
CREAMERS,CREAMERS,Coffee-Mate Zero Sugar Vanilla Caramel Creamer 10.2 oz.,62267-035,TRUE,$6.95,10.2  oz.
CREAMERS,CREAMERS,CoffeeMate Single Serve Coffee Creamer French Vanilla 24 Ct.,62267-002,FALSE,$5.45,NA  oz.
CREAMERS,CREAMERS,CoffeeMate Single Serve Coffee Creamer Hazelnut 24 Ct.,62267-003,FALSE,$5.45,NA  oz.
CREAMERS,CREAMERS,Essential Everyday Instant Nonfat Dry Milk 25.6 oz.,3111-380,TRUE,$16.95,25.6  oz.
CREAMERS,CREAMERS,Essential Everyday Non-Dairy Coffee Creamer 22 oz.,3111-270,TRUE,$5.75,22  oz.
CREAMERS,CREAMERS,Forrelli French Vanilla Coffee Creamer 7 oz.,42621-024,FALSE,$1.95,7  oz.
CREAMERS,CREAMERS,Hometown Instant Non Fat Dry Milk 12 oz.,46266-152,FALSE,$4.95,12  oz.
CREAMERS,CREAMERS,McDaniel’s French Vanilla Coffee Creamer 15 oz.,14668-109,TRUE,$4.45,15  oz.
CREAMERS,CREAMERS,McDaniel’s Hazelnut Coffee Creamer 15 oz.,14668-111,TRUE,$4.45,15  oz.
CREAMERS,CREAMERS,McDaniel’s Original Coffee Creamer 16 oz.,14668-110,TRUE,$3.95,16  oz.
CREAMERS,CREAMERS,Non-Dairy Coffee Creamer 12 oz.,46266-033,TRUE,$3.95,12  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Anabar Cookie Crunch Protein Bar 2.29 oz.,82707-001,FALSE,$3.75,2.29  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Anabar Cookies & Cream Protein Bar 2.29 oz.,82707-002,FALSE,$3.75,2.29  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Anabar Wht Choco Fruity Cereal Bar Protein Bar 2.29 oz.,82707-010,FALSE,$3.25,2.29  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Barebell Chocolate Dough Protein Bar,82707-007,FALSE,$3.45,NA  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Barebell Cookies & Cream Protein Bar,82707-004,FALSE,$3.75,NA  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Barebell Creamy Crisp Protein Bar,82707-008,FALSE,$3.45,NA  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Barebell Salty Peanut Protein Bar,82707-003,FALSE,$3.75,NA  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Bob’s Red Mill Organic Golden Flaxseed Meal 16 oz.,22668-249,TRUE,$6.75,16  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Bob’s Red Mill Textured Vegetable Protein 12 oz.,22668-973,TRUE,$4.95,12  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Bob’s Red Mill Wheat Germ 12 oz.,22668-248,TRUE,$3.45,12  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Clif Builders Bar Choc. Chip Cookie Dough Protein 2.4 oz.,22669-348,TRUE,$2.75,2.4  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Clif Builders Bar Cookies n Creme Protein 2.4 oz.,22669-350,FALSE,$2.75,2.4  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Clif Builders BarVanilla Almond Protein 2.4 oz.,22669-349,TRUE,$2.75,2.4  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",CoreVantage Health Shake Mix Chocolate 1.58 oz.,70669-051,TRUE,$2.25,1.58  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",CoreVantage Health Shake Mix Cookies & Cream 1.58 oz.,70669-050,TRUE,$2.25,1.58  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Fresh Start Soy Protein Taco Mix with Beans 8 oz.,70669-101,FALSE,$4.25,8  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Gatorade Recovery Caramel Bar 2.88 oz.,74901-010,FALSE,$3.25,2.88  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Gatorade Recovery Chocolate Chip Bar 2.8 oz.,74901-011,FALSE,$3.25,2.8  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Gatorade Recovery Chocolate Mint Bar 2.8 oz.,74901-013,FALSE,$3.25,2.8  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Gatorade Recovery Chocolate PB Bar 2.8 oz.,74901-012,FALSE,$3.25,2.8  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Gatorade Recovery Chocolate Pretzel Bar 2.8 oz.,74901-014,FALSE,$3.25,2.8  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Gatorade Recovery Cookies & Cream Bar 2.8 oz.,74901-016,FALSE,$3.25,2.8  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Gatorade Recovery S’mores Bar 2.8 oz.,74901-015,FALSE,$3.25,2.8  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Health Wise Birthday Cake Crisp Meal Bar 7 Ct.,38262-197,FALSE,$16.25,NA  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Health Wise Chocolate Peanut Crisp Meal Bar 7 Ct.,38262-198,FALSE,$16.25,NA  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Health Wise Protein Crisps BBQ .9 oz.,38262-141,TRUE,$1.95,9  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Health Wise Protein Crisps Ranch .9 oz.,38262-140,TRUE,$1.95,9  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Health Wise Protein Crisps Salted Caramel .9 oz.,38262-143,TRUE,$1.95,9  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Health Wise Protein Krinkles Dill Pickle 1.16 oz.,38262-139,TRUE,$1.95,1.16  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Kellogg’s Special K Protein Bar Brownie Batter 1.59 oz.,50265-079,FALSE,$2.45,1.59  oz.
"DIET, NUTRITION & SUPPLEMENTS","DIET, NUTRITION & SUPPLEMENTS",Kellogg’s Special K Protein Bar Chocolate Peanut Butter 1.59 oz.,50265-077,FALSE,$2.45,1.59  oz.
